Pen_PV,Pen_BESS,Pen_EV,B_Vmin,B_Vmax,B_VminVmax,Max_PLosses,Min_PLosses,Energy_Losses,Min_Fluxo_Subestacao,Trafo_Loading_pct,Seed
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1001
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1002
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1003
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1004
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1005
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1006
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1007
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1008
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1009
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1010
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1011
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1012
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1013
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1014
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1015
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1016
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1017
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1018
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1019
0,0.0,0.0,0,0,0,1147.9804,97.0196,13898.7415,9490.6441,56.689,1020
10,5.0,2.5,0,0,0,1158.0715,98.9547,12577.0609,9651.5885,58.636,1021
10,5.0,2.5,0,0,0,1185.0928,102.3946,12915.1022,9655.0703,56.9905,1022
10,5.0,2.5,0,0,0,1065.1957,101.8182,13268.3872,9654.4938,55.6338,1023
10,5.0,2.5,0,0,0,1283.6464,99.2033,12134.6418,9600.8389,55.7905,1024
10,5.0,2.5,1,0,1,1205.4805,101.5299,12356.5434,9654.1917,56.9573,1025
10,5.0,2.5,0,0,0,1351.8531,100.3372,12231.2995,9655.981,57.5366,1026
10,5.0,2.5,0,0,0,1146.2338,99.2159,11745.47,9606.8483,56.0133,1027
10,5.0,2.5,0,1,1,1246.1741,98.6821,12903.6461,9600.3118,55.8668,1028
10,5.0,2.5,1,0,1,1232.4138,100.4203,12545.5619,9650.0665,55.9896,1029
10,5.0,2.5,0,0,0,1137.0089,101.5579,12206.8825,9654.2197,56.3872,1030
10,5.0,2.5,0,0,0,1042.8579,99.2698,11431.2251,9654.9021,55.9449,1031
10,5.0,2.5,1,0,1,1320.7328,100.6663,12760.7469,9644.3103,54.5931,1032
10,5.0,2.5,0,0,0,1270.4566,99.8195,12534.7022,9652.4615,56.5657,1033
10,5.0,2.5,0,0,0,1040.6442,100.54,11594.3512,9590.1884,53.1854,1034
10,5.0,2.5,1,0,1,1221.5891,99.5158,11593.5479,9646.1479,55.7229,1035
10,5.0,2.5,0,0,0,1149.9502,100.6391,12061.3498,9653.2746,56.6996,1036
10,5.0,2.5,1,0,1,1116.373,103.079,13843.0312,9649.7803,55.2582,1037
10,5.0,2.5,0,0,0,1136.9827,99.5936,10908.8787,9598.224,55.7868,1038
10,5.0,2.5,0,0,0,973.1304,98.7801,12080.7973,9597.4134,54.7632,1039
10,5.0,2.5,0,1,1,1180.9765,98.6504,12969.3453,9648.2816,56.5218,1040
20,10.0,5.0,3,6,6,2345.4501,102.5766,12548.7029,9772.2099,56.8764,1041
20,10.0,5.0,0,4,4,1422.6503,105.0231,12040.7814,9726.7252,56.2016,1042
20,10.0,5.0,0,2,2,1224.8247,102.7962,12018.9321,9820.4638,58.298,1043
20,10.0,5.0,0,5,5,989.5924,101.2652,10842.6205,9806.9072,54.2431,1044
20,10.0,5.0,0,0,0,1081.0334,101.9326,10276.3021,9765.5908,55.2572,1045
20,10.0,5.0,0,3,3,1133.7656,101.1358,11159.6061,9716.7767,53.4656,1046
20,10.0,5.0,0,7,7,1126.6337,103.3234,10533.2835,9820.9707,58.0993,1047
20,10.0,5.0,1,5,5,1230.3819,101.9399,9802.6657,9714.5743,56.0451,1048
20,10.0,5.0,0,7,7,1509.1282,101.6034,12021.674,9819.2563,56.5779,1049
20,10.0,5.0,0,2,2,1103.3544,101.9332,10741.6442,9771.5814,55.3783,1050
20,10.0,5.0,0,1,1,1209.7201,99.5994,9794.9315,9808.2304,55.3319,1051
20,10.0,5.0,0,0,0,1229.9434,104.9337,12368.1695,9822.6297,57.6904,1052
20,10.0,5.0,3,4,4,1982.85,104.3365,12684.5458,9812.9854,55.5437,1053
20,10.0,5.0,0,0,0,1598.3134,104.9699,11750.275,9861.6365,57.1885,1054
20,10.0,5.0,0,3,3,1171.9977,102.9088,11411.01,9820.5779,57.4766,1055
20,10.0,5.0,2,0,2,1418.1453,102.242,10690.7114,9819.8869,56.4849,1056
20,10.0,5.0,0,2,2,1146.1732,103.9464,12695.8643,9854.6266,55.9647,1057
20,10.0,5.0,0,7,7,1168.9369,103.7434,9997.9004,9821.3908,56.5798,1058
20,10.0,5.0,2,2,3,1517.19,103.8527,11549.9804,9821.5142,57.1601,1059
20,10.0,5.0,3,5,5,1745.0101,102.423,11622.4113,9724.0595,55.563,1060
30,15.0,7.5,0,4,4,1581.181,108.3514,10823.8495,9118.8472,58.4782,1061
30,15.0,7.5,0,8,8,1353.7155,105.9787,10266.5661,9828.8353,59.5473,1062
30,15.0,7.5,1,10,10,1210.6708,108.518,11513.1972,4605.238,56.7491,1063
30,15.0,7.5,0,9,9,923.1729,104.6197,10116.6145,7438.0001,54.7372,1064
30,15.0,7.5,0,10,10,1319.0875,111.0821,11216.7409,8077.2906,58.6818,1065
30,15.0,7.5,0,5,5,1017.3934,103.8349,8795.4311,5937.4387,55.4302,1066
30,15.0,7.5,0,8,8,907.2884,104.733,8545.048,7994.4533,53.1077,1067
30,15.0,7.5,3,2,5,1916.3182,113.0456,11901.5396,7577.1733,59.042,1068
30,15.0,7.5,1,8,8,1455.4773,107.7127,11054.7367,5602.8915,56.5987,1069
30,15.0,7.5,0,8,8,1181.3395,105.4863,9984.9711,3989.6143,55.4961,1070
30,15.0,7.5,0,7,7,1226.1941,104.6668,9860.452,8544.6376,55.5208,1071
30,15.0,7.5,2,4,4,1332.8605,97.9772,8513.286,8586.1056,56.4999,1072
30,15.0,7.5,0,3,3,1415.9308,109.9696,12221.631,9761.0906,55.6498,1073
30,15.0,7.5,0,8,8,1411.6587,106.0892,10095.3932,8983.6778,57.6908,1074
30,15.0,7.5,2,5,7,1326.7246,112.2857,13330.2381,8862.8497,58.4425,1075
30,15.0,7.5,3,6,8,1604.6206,112.2569,12373.7951,7747.097,56.3389,1076
30,15.0,7.5,3,6,6,1897.0162,109.4055,11773.328,4515.4531,55.7163,1077
30,15.0,7.5,0,7,7,966.4429,102.8471,11283.9647,6769.4201,56.3543,1078
30,15.0,7.5,0,9,9,1120.1109,103.738,9907.1691,6514.8229,54.543,1079
30,15.0,7.5,3,8,8,1872.1223,110.9691,12416.034,4193.6404,56.8189,1080
40,20.0,10.0,0,10,10,1434.9355,107.8822,10220.3958,2889.1071,60.2866,1081
40,20.0,10.0,0,10,10,1352.1904,108.298,11002.4142,3131.057,60.1876,1082
40,20.0,10.0,2,12,12,1847.7163,110.2017,12194.5972,624.5315,58.8874,1083
40,20.0,10.0,3,11,11,2293.1854,103.4936,11433.0763,151.0583,55.7634,1084
40,20.0,10.0,0,10,10,1088.3235,106.5315,10167.6118,743.9041,57.6714,1085
40,20.0,10.0,0,12,12,1190.8526,108.0663,10603.2712,665.0181,57.8392,1086
40,20.0,10.0,0,5,5,970.3981,106.2456,10891.3276,3142.1161,57.7376,1087
40,20.0,10.0,0,12,12,1498.6444,98.931,9658.2096,1588.879,54.8844,1088
40,20.0,10.0,0,6,6,2821.5857,109.8593,17540.5788,228.9431,57.7496,1089
40,20.0,10.0,0,10,10,1146.9643,109.6026,10898.3806,26.1401,58.774,1090
40,20.0,10.0,2,8,8,1374.4921,111.1459,13206.6606,347.55,59.0032,1091
40,20.0,10.0,0,9,9,921.1768,108.4454,11260.2347,963.8341,52.9498,1092
40,20.0,10.0,3,10,10,1923.0446,111.8281,12652.3561,982.8355,57.9496,1093
40,20.0,10.0,0,7,7,1064.9924,108.0419,9752.0549,2977.7293,59.0077,1094
40,20.0,10.0,0,8,8,1398.9981,108.2255,10668.5734,1874.188,56.4119,1095
40,20.0,10.0,2,9,9,1659.6472,90.2255,8777.071,2511.9238,58.8843,1096
40,20.0,10.0,3,5,8,2080.6393,116.6796,13479.1671,1948.5582,56.6546,1097
40,20.0,10.0,1,12,12,1541.4008,113.8145,14020.3471,153.2755,59.2034,1098
40,20.0,10.0,0,4,4,960.0037,104.7235,9573.4654,2936.6786,58.2199,1099
40,20.0,10.0,2,11,11,1422.9376,113.8057,11673.6699,785.533,59.126,1100
50,25.0,12.5,2,14,14,1553.8255,111.7506,12028.7847,2233.0765,59.3764,1101
50,25.0,12.5,0,11,11,1501.4632,115.3138,14212.0962,823.6585,61.0015,1102
50,25.0,12.5,0,13,13,1496.1081,114.0776,13951.3685,3743.7677,62.4653,1103
50,25.0,12.5,0,11,11,1729.9807,111.0487,11184.7875,1476.4293,60.5288,1104
50,25.0,12.5,0,13,13,1255.0861,111.337,8710.2156,537.1237,60.1619,1105
50,25.0,12.5,0,16,16,1313.8963,113.2031,10640.7232,2472.9397,61.1704,1106
50,25.0,12.5,0,11,11,1436.7681,112.1167,11349.72,1044.2379,58.1275,1107
50,25.0,12.5,0,12,12,1324.1833,112.1547,10392.3307,162.2727,58.4161,1108
50,25.0,12.5,2,13,13,1478.6113,116.5831,14111.8664,2327.1431,60.016,1109
50,25.0,12.5,2,13,13,1923.1002,82.5162,12232.8918,3123.9499,60.3143,1110
50,25.0,12.5,0,13,13,1707.9299,113.3124,13915.3186,3934.7808,62.3327,1111
50,25.0,12.5,2,12,12,1537.7796,117.8246,12860.3142,3313.0042,61.4286,1112
50,25.0,12.5,2,14,14,1468.6982,119.4795,13709.2802,3468.5839,60.1654,1113
50,25.0,12.5,0,13,13,1536.4916,114.3655,11648.7498,977.7456,57.0652,1114
50,25.0,12.5,0,11,11,1240.9049,109.0585,9855.8112,2368.6722,56.1183,1115
50,25.0,12.5,4,12,12,2381.3758,86.5155,14190.9382,3508.4867,60.2904,1116
50,25.0,12.5,0,10,10,1443.3095,113.1538,11690.7096,3285.3519,61.0673,1117
50,25.0,12.5,0,13,13,1284.871,111.1254,10915.5649,1347.5243,60.1236,1118
50,25.0,12.5,3,11,11,1965.7173,111.6981,12541.7049,3142.3015,61.0602,1119
50,25.0,12.5,3,11,11,1917.0238,117.1035,12960.9863,2469.7048,61.42,1120
60,30.0,15.0,2,13,13,1557.0425,119.4604,15166.0608,1378.1798,62.657,1121
60,30.0,15.0,0,17,17,1550.2742,114.5717,14166.8968,932.6743,61.2744,1122
60,30.0,15.0,0,14,14,1339.9626,83.3704,9784.4156,1592.1195,53.7165,1123
60,30.0,15.0,0,17,17,1577.595,84.232,9982.994,1326.689,55.6101,1124
60,30.0,15.0,2,13,13,2097.5046,112.0282,13592.474,1529.2512,62.3871,1125
60,30.0,15.0,0,10,10,1483.3888,117.2746,11689.7057,2459.3075,58.8843,1126
60,30.0,15.0,4,12,12,2925.3599,128.3531,17194.1537,941.8306,62.3113,1127
60,30.0,15.0,2,16,16,1709.5058,121.0748,12225.3235,2340.437,57.2787,1128
60,30.0,15.0,3,12,12,2512.3994,125.0267,14496.6238,3377.3634,60.4431,1129
60,30.0,15.0,4,10,10,3554.801,120.0993,20716.06,651.5179,62.3828,1130
60,30.0,15.0,0,15,15,908.868,91.091,8411.7758,3697.4614,56.0108,1131
60,30.0,15.0,2,13,13,1923.4383,116.4767,12637.0048,1822.5578,60.5334,1132
60,30.0,15.0,1,16,16,1391.971,70.8635,10918.227,29.4727,61.3263,1133
60,30.0,15.0,0,16,16,1865.1676,110.0271,10389.6298,3173.1199,60.6937,1134
60,30.0,15.0,0,13,13,1371.3332,116.3434,11501.4089,880.6586,62.3925,1135
60,30.0,15.0,0,12,12,1834.4707,117.9028,15698.8993,1325.8601,62.4127,1136
60,30.0,15.0,0,15,15,983.2452,111.1337,9381.8924,1566.8349,54.8225,1137
60,30.0,15.0,2,15,15,1481.0772,118.6823,13631.7911,1549.9038,62.5652,1138
60,30.0,15.0,3,12,12,1707.2748,120.6565,13651.1971,1692.8087,54.5845,1139
60,30.0,15.0,2,13,13,1788.4624,122.4835,15971.3428,658.1594,62.4813,1140
70,35.0,17.5,2,17,17,1958.7968,124.8817,17228.8128,1325.4215,64.7092,1141
70,35.0,17.5,3,17,17,1679.9042,108.6513,15029.701,1519.5284,64.4422,1142
70,35.0,17.5,2,16,16,1389.0678,101.4425,11043.1719,157.6838,63.4674,1143
70,35.0,17.5,0,15,15,1774.7776,114.1958,13667.9256,1295.9606,60.922,1144
70,35.0,17.5,0,13,13,1509.2435,117.1161,12147.0129,1358.6962,60.3825,1145
70,35.0,17.5,1,14,14,1470.5308,115.8507,11836.7449,563.2296,62.3142,1146
70,35.0,17.5,0,16,16,1752.063,117.8782,15471.9964,568.7982,63.578,1147
70,35.0,17.5,3,15,15,2390.1494,57.4604,13800.0343,1597.5749,58.0828,1148
70,35.0,17.5,3,16,16,1962.2588,58.785,11100.1046,1383.3926,61.3587,1149
70,35.0,17.5,0,14,14,1468.441,115.3124,11066.6322,142.5657,58.4211,1150
70,35.0,17.5,3,15,15,2111.2567,70.6252,11151.2022,784.1526,61.5506,1151
70,35.0,17.5,0,15,15,1681.226,118.8008,14932.8941,1422.2639,65.0274,1152
70,35.0,17.5,0,17,17,1454.1343,75.835,8948.4207,463.0988,61.2907,1153
70,35.0,17.5,4,17,17,2613.0918,125.1683,13403.2858,964.0374,64.5763,1154
70,35.0,17.5,1,13,13,2246.8775,117.6569,14486.1329,300.6624,63.112,1155
70,35.0,17.5,0,17,17,1534.1817,105.6205,12619.0342,432.9351,63.7804,1156
70,35.0,17.5,2,16,16,2060.0306,129.0223,16093.6563,664.3924,64.816,1157
70,35.0,17.5,2,15,15,1870.4819,125.8627,11859.6087,765.1339,58.6107,1158
70,35.0,17.5,3,14,14,1788.506,119.3849,12388.9081,1675.4985,58.1613,1159
70,35.0,17.5,0,16,16,2367.2129,115.8224,16103.7025,370.385,63.3441,1160
80,40.0,20.0,4,17,17,3259.6488,131.3003,20140.2478,1745.0328,61.2177,1161
80,40.0,20.0,2,16,16,2156.3356,120.0944,15236.4989,1362.4792,60.1451,1162
80,40.0,20.0,3,15,15,2184.2718,138.5893,18069.1613,1388.6201,67.9871,1163
80,40.0,20.0,0,15,15,1905.7122,124.5093,15299.2447,955.7135,59.5854,1164
80,40.0,20.0,1,15,16,2284.4777,123.3794,20237.9388,1271.4191,66.5754,1165
80,40.0,20.0,1,17,17,1631.5102,121.6176,14417.4781,1011.242,65.8515,1166
80,40.0,20.0,0,16,16,1625.8587,122.8686,14805.8568,906.1365,66.0577,1167
80,40.0,20.0,2,17,17,1784.9354,114.1181,11070.6947,23.5403,64.115,1168
80,40.0,20.0,0,14,14,2480.2126,123.1744,21936.395,977.7474,66.3627,1169
80,40.0,20.0,2,17,17,1839.0977,127.3894,15645.9645,727.2367,67.3013,1170
80,40.0,20.0,0,17,17,1636.7154,122.8476,12214.6804,1189.5506,57.8083,1171
80,40.0,20.0,4,17,17,2816.6858,135.7187,19457.3463,1766.9117,66.9493,1172
80,40.0,20.0,4,17,17,3468.2608,130.9935,23780.7357,1470.833,66.1778,1173
80,40.0,20.0,2,16,16,2012.3523,129.864,15078.928,1687.6642,63.2427,1174
80,40.0,20.0,3,17,17,2013.9077,134.0547,19059.2531,1548.8893,67.0916,1175
80,40.0,20.0,3,17,17,2243.388,137.5108,14573.0973,483.1233,64.6193,1176
80,40.0,20.0,3,13,13,4829.768,124.9787,26453.6352,1770.1923,61.2642,1177
80,40.0,20.0,2,17,17,1858.7244,127.3816,19823.5617,1852.6177,68.1421,1178
80,40.0,20.0,4,17,17,3068.2193,134.432,18172.1917,1432.1066,62.9653,1179
80,40.0,20.0,0,16,16,1632.0519,103.8903,12828.8971,1013.9698,56.6646,1180
90,45.0,22.5,0,17,17,1217.8922,124.7941,11554.8464,1832.5731,62.6942,1181
90,45.0,22.5,2,17,17,2341.301,124.7876,18532.6786,1022.8543,69.0739,1182
90,45.0,22.5,2,17,17,1916.5656,128.1657,16691.1411,1999.5052,70.3473,1183
90,45.0,22.5,4,16,16,3793.1974,131.827,19004.7849,1990.0451,61.3695,1184
90,45.0,22.5,3,16,16,3998.0464,126.8864,28964.9738,1760.673,70.7763,1185
90,45.0,22.5,2,17,17,1633.2962,97.1791,13837.0171,3159.5753,57.0469,1186
90,45.0,22.5,3,15,15,2692.2111,132.6467,22448.5727,528.6473,70.4379,1187
90,45.0,22.5,1,17,17,2125.6848,123.9559,17921.9019,2246.5935,68.256,1188
90,45.0,22.5,3,17,17,2887.3942,131.5274,21032.0691,2890.4036,61.8334,1189
90,45.0,22.5,3,17,17,3747.9932,98.5938,23772.6795,2077.704,68.6941,1190
90,45.0,22.5,3,17,17,2189.4732,93.2505,18164.7569,1478.9471,70.5701,1191
90,45.0,22.5,3,17,17,2108.3257,127.0925,18138.7126,1823.2589,68.21,1192
90,45.0,22.5,1,17,17,2813.355,126.479,18869.0487,2828.5793,69.7106,1193
90,45.0,22.5,3,15,15,2443.9521,143.6055,19397.5761,3218.7934,56.9955,1194
90,45.0,22.5,4,17,17,3148.1959,114.6533,20506.5338,2080.3666,60.2801,1195
90,45.0,22.5,0,16,16,5809.4621,124.3258,30130.4364,2025.9694,68.0099,1196
90,45.0,22.5,0,16,16,2053.0979,110.905,15175.8499,2395.2766,62.9214,1197
90,45.0,22.5,1,17,17,2749.4894,128.3355,19367.836,2611.4462,69.5565,1198
90,45.0,22.5,3,17,17,2257.105,70.5499,17634.5112,2758.6387,67.3356,1199
90,45.0,22.5,4,16,16,5412.9661,133.2114,30782.1526,1936.4549,69.4183,1200
100,50.0,25.0,2,17,17,2577.6544,134.0791,20782.3781,2395.8185,81.6311,1201
100,50.0,25.0,3,17,17,2061.6802,130.1639,17134.024,5661.4589,63.4558,1202
100,50.0,25.0,0,17,17,2269.9255,129.3536,16889.8257,2476.7266,66.1985,1203
100,50.0,25.0,4,17,17,2466.9166,112.6535,16900.1253,1931.2442,61.9365,1204
100,50.0,25.0,2,17,17,3430.8333,128.5352,22706.4388,2340.4612,78.8814,1205
100,50.0,25.0,1,15,15,5011.2923,124.7698,33152.237,4110.8114,82.212,1206
100,50.0,25.0,3,17,17,2277.5207,141.5297,19573.4223,2352.9398,73.0527,1207
100,50.0,25.0,3,17,17,2750.2946,141.4839,24122.8947,2648.2562,72.4898,1208
100,50.0,25.0,1,16,17,3035.8502,127.6815,21523.5224,2904.3728,65.7587,1209
100,50.0,25.0,0,17,17,2957.5417,127.0041,21648.5747,2539.9255,78.355,1210
100,50.0,25.0,0,17,17,2053.5732,127.1792,17008.0631,2651.8471,62.7136,1211
100,50.0,25.0,3,16,16,2000.7964,123.6902,17115.6789,2311.2793,66.4543,1212
100,50.0,25.0,3,17,17,1708.8837,145.6464,15026.3205,1878.5385,63.7928,1213
100,50.0,25.0,0,17,17,2581.5056,88.632,16324.1017,2151.9942,64.813,1214
100,50.0,25.0,4,17,17,4141.479,137.501,27974.481,4216.807,80.4085,1215
100,50.0,25.0,0,17,17,2124.2038,78.2612,15563.2101,2114.5144,67.3296,1216
100,50.0,25.0,2,17,17,2233.6457,138.9947,17718.6669,1684.5522,68.2697,1217
100,50.0,25.0,3,17,17,4884.7745,145.3294,31574.7363,5386.9087,81.3863,1218
100,50.0,25.0,4,17,17,4416.0678,119.3007,25458.233,4925.5218,65.4139,1219
100,50.0,25.0,0,17,17,2976.2975,123.3593,20896.0832,2474.5951,71.5479,1220
